station,cast,year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
1,1,2010,3,14,9.0,10.0,2545.0,1.0,5.6,6.0,2.3373,33.745,328.6
1,1,2010,3,14,9.0,10.0,2545.0,2.0,30.0,30.0,2.3393,33.746,329.2
1,1,2010,3,14,9.0,10.0,2545.0,3.0,59.6,59.0,2.3249,33.747,329.3
1,1,2010,3,14,9.0,10.0,2545.0,4.0,99.7,99.0,0.8735,33.857,318.3
1,1,2010,3,14,9.0,10.0,2545.0,5.0,150.1,149.0,0.2458,34.21,256.3
1,1,2010,3,14,9.0,10.0,2545.0,6.0,200.3,198.0,1.0544,34.421,209.9
1,1,2010,3,14,9.0,10.0,2545.0,7.0,251.4,249.0,1.4835,34.542,187.4
1,1,2010,3,14,9.0,10.0,2545.0,8.0,299.3,296.0,1.6204,34.595,182.5
1,1,2010,3,14,9.0,10.0,2545.0,9.0,399.8,396.0,1.6726,34.639,180.1
1,1,2010,3,14,9.0,10.0,2545.0,10.0,500.5,495.0,1.6447,34.677,183.6
1,1,2010,3,14,9.0,10.0,2545.0,11.0,600.9,595.0,1.5734,34.701,188.7
1,1,2010,3,14,9.0,10.0,2545.0,12.0,701.5,694.0,1.4968,34.708,191.1
1,1,2010,3,14,9.0,10.0,2545.0,13.0,798.3,790.0,1.4096,34.713,194.5
1,1,2010,3,14,9.0,10.0,2545.0,14.0,900.3,890.0,1.2975,34.714,197.2
1,1,2010,3,14,9.0,10.0,2545.0,15.0,1000.7,989.0,1.1623,34.714,199.1
1,1,2010,3,14,9.0,10.0,2545.0,16.0,1101.1,1088.0,1.063,34.711,200.8
1,1,2010,3,14,9.0,10.0,2545.0,17.0,1200.0,1186.0,0.9644,34.708,202.4
1,1,2010,3,14,9.0,10.0,2545.0,18.0,1299.3,1284.0,0.8663,34.703,203.4
1,1,2010,3,14,9.0,10.0,2545.0,19.0,1500.1,1481.0,0.684,34.696,206.4
1,1,2010,3,14,9.0,10.0,2545.0,20.0,1700.3,1678.0,0.5424,34.688,208.0
1,1,2010,3,14,9.0,10.0,2545.0,21.0,1900.1,1875.0,0.4593,34.687,209.2
1,1,2010,3,14,9.0,10.0,2545.0,22.0,2099.6,2070.0,0.4059,34.681,210.6
1,1,2010,3,14,9.0,10.0,2545.0,23.0,2300.8,2268.0,0.3886,34.685,211.3
1,1,2010,3,14,9.0,10.0,2545.0,24.0,2544.2,2506.0,0.3944,34.683,210.5
2,1,2010,3,14,15.0,33.0,2566.4,1.0,4.3,4.0,2.3434,33.751,328.5
2,1,2010,3,14,15.0,33.0,2566.4,2.0,44.6,44.0,2.3324,33.752,330.7
2,1,2010,3,14,15.0,33.0,2566.4,3.0,81.6,81.0,2.2132,33.766,329.9
2,1,2010,3,14,15.0,33.0,2566.4,4.0,124.9,124.0,-0.0455,33.997,304.3
2,1,2010,3,14,15.0,33.0,2566.4,5.0,176.1,174.0,0.5173,-999,-999
2,1,2010,3,14,15.0,33.0,2566.4,6.0,223.4,221.0,1.0703,34.424,208.8
2,1,2010,3,14,15.0,33.0,2566.4,7.0,272.1,270.0,1.4738,34.543,187.4
2,1,2010,3,14,15.0,33.0,2566.4,8.0,350.2,347.0,1.658,34.624,183.0
2,1,2010,3,14,15.0,33.0,2566.4,9.0,451.0,447.0,1.6626,34.666,181.6
2,1,2010,3,14,15.0,33.0,2566.4,10.0,551.9,546.0,1.6018,34.688,186.2
2,1,2010,3,14,15.0,33.0,2566.4,11.0,649.6,643.0,1.5305,34.702,189.8
2,1,2010,3,14,15.0,33.0,2566.4,12.0,750.4,742.0,1.433,34.709,193.0
2,1,2010,3,14,15.0,33.0,2566.4,13.0,850.7,841.0,1.2998,34.711,196.3
2,1,2010,3,14,15.0,33.0,2566.4,14.0,951.6,941.0,1.1955,34.709,198.3
2,1,2010,3,14,15.0,33.0,2566.4,15.0,1050.6,1039.0,1.0749,34.707,200.4
2,1,2010,3,14,15.0,33.0,2566.4,16.0,1150.5,1137.0,0.9425,34.703,202.4
2,1,2010,3,14,15.0,33.0,2566.4,17.0,1251.0,1236.0,0.848,34.699,203.7
2,1,2010,3,14,15.0,33.0,2566.4,18.0,1401.4,1384.0,0.7541,34.698,205.1
2,1,2010,3,14,15.0,33.0,2566.4,19.0,1600.3,1580.0,0.6149,34.691,207.7
2,1,2010,3,14,15.0,33.0,2566.4,20.0,1805.2,1781.0,0.5034,34.689,209.3
2,1,2010,3,14,15.0,33.0,2566.4,21.0,2000.6,1973.0,0.439,34.688,209.2
2,1,2010,3,14,15.0,33.0,2566.4,22.0,2200.1,2169.0,0.3975,34.683,211.4
2,1,2010,3,14,15.0,33.0,2566.4,23.0,2400.8,2366.0,0.3791,34.684,212.0
2,1,2010,3,14,15.0,33.0,2566.4,24.0,2556.4,2518.0,0.3799,34.682,210.6
3,1,2010,3,14,21.0,22.0,2571.1,1.0,30.6,30.0,2.5066,33.734,330.6
3,1,2010,3,14,21.0,22.0,2571.1,2.0,59.9,59.0,2.4829,33.74,330.9
3,1,2010,3,14,21.0,22.0,2571.1,3.0,101.2,100.0,0.767,33.855,318.3
3,1,2010,3,14,21.0,22.0,2571.1,4.0,150.5,149.0,0.8671,34.235,238.9
3,1,2010,3,14,21.0,22.0,2571.1,5.0,200.9,199.0,1.4266,34.428,197.9
3,1,2010,3,14,21.0,22.0,2571.1,6.0,250.2,248.0,1.737,34.532,180.5
3,1,2010,3,14,21.0,22.0,2571.1,7.0,301.6,299.0,1.8444,34.58,175.4
3,1,2010,3,14,21.0,22.0,2571.1,8.0,400.2,396.0,1.8414,34.636,176.3
3,1,2010,3,14,21.0,22.0,2571.1,9.0,500.4,495.0,1.8419,34.677,179.6
3,1,2010,3,14,21.0,22.0,2571.1,10.0,602.7,597.0,1.8344,34.707,185.2
3,1,2010,3,14,21.0,22.0,2571.1,11.0,698.1,691.0,1.7439,34.715,188.5
3,1,2010,3,14,21.0,22.0,2571.1,12.0,802.7,794.0,1.613,34.721,191.65
3,1,2010,3,14,21.0,22.0,2571.1,13.0,900.9,891.0,1.553,34.725,194.6
3,1,2010,3,14,21.0,22.0,2571.1,14.0,1001.9,991.0,1.4847,34.732,198.0
3,1,2010,3,14,21.0,22.0,2571.1,15.0,1100.3,1088.0,1.3605,34.726,198.5
3,1,2010,3,14,21.0,22.0,2571.1,16.0,1201.6,1188.0,1.2748,34.725,200.1
3,1,2010,3,14,21.0,22.0,2571.1,17.0,1302.1,1287.0,1.1188,34.717,201.3
3,1,2010,3,14,21.0,22.0,2571.1,18.0,1500.8,1482.0,0.9282,34.709,203.6
3,1,2010,3,14,21.0,22.0,2571.1,19.0,1700.4,1679.0,0.7847,34.702,205.7
3,1,2010,3,14,21.0,22.0,2571.1,20.0,1902.1,1877.0,0.6432,34.696,207.7
3,1,2010,3,14,21.0,22.0,2571.1,21.0,2100.8,2072.0,0.5512,34.691,209.2
3,1,2010,3,14,21.0,22.0,2571.1,22.0,2302.2,2269.0,0.5094,34.689,210.3
3,1,2010,3,14,21.0,22.0,2571.1,23.0,2561.1,2523.0,0.4603,34.689,210.7
4,1,2010,3,15,2.0,52.0,2829.1,1.0,5.5,5.0,3.2726,33.689,324.7
4,1,2010,3,15,2.0,52.0,2829.1,2.0,39.6,39.0,3.2737,33.689,324.1
4,1,2010,3,15,2.0,52.0,2829.1,3.0,73.3,73.0,3.2674,33.69,324.2
4,1,2010,3,15,2.0,52.0,2829.1,4.0,98.9,98.0,3.2194,33.695,323.3
4,1,2010,3,15,2.0,52.0,2829.1,5.0,132.2,131.0,1.0431,33.958,290.5
4,1,2010,3,15,2.0,52.0,2829.1,6.0,160.6,159.0,1.2113,34.148,248.4
4,1,2010,3,15,2.0,52.0,2829.1,7.0,193.1,191.0,1.5043,34.291,216.6
4,1,2010,3,15,2.0,52.0,2829.1,8.0,222.6,221.0,1.7021,34.37,198.7
4,1,2010,3,15,2.0,52.0,2829.1,9.0,253.4,251.0,1.8342,34.431,186.6
4,1,2010,3,15,2.0,52.0,2829.1,10.0,351.4,348.0,2.0238,34.561,172.2
4,1,2010,3,15,2.0,52.0,2829.1,11.0,444.6,440.0,2.0157,34.618,172.5
4,1,2010,3,15,2.0,52.0,2829.1,12.0,545.0,539.0,1.9971,34.664,176.3
4,1,2010,3,15,2.0,52.0,2829.1,13.0,645.8,639.0,1.9533,34.688,180.1
4,1,2010,3,15,2.0,52.0,2829.1,14.0,751.7,744.0,1.8865,34.708,184.5
4,1,2010,3,15,2.0,52.0,2829.1,15.0,850.1,841.0,1.8398,34.723,189.4
4,1,2010,3,15,2.0,52.0,2829.1,16.0,950.9,940.0,1.7818,34.732,192.5
4,1,2010,3,15,2.0,52.0,2829.1,17.0,1150.6,1137.0,1.5649,34.733,196.4
4,1,2010,3,15,2.0,52.0,2829.1,18.0,1348.2,1332.0,1.3413,34.726,199.1
4,1,2010,3,15,2.0,52.0,2829.1,19.0,1552.1,1533.0,1.148,34.717,201.5
4,1,2010,3,15,2.0,52.0,2829.1,20.0,1846.4,1822.0,0.8635,34.705,205.1
4,1,2010,3,15,2.0,52.0,2829.1,21.0,2153.7,2124.0,0.6703,34.697,208.0
4,1,2010,3,15,2.0,52.0,2829.1,22.0,2451.6,2416.0,0.5512,34.691,209.8
4,1,2010,3,15,2.0,52.0,2829.1,23.0,2702.3,2661.0,0.4963,34.688,210.9
4,1,2010,3,15,2.0,52.0,2829.1,24.0,2819.1,2776.0,0.4993,34.687,211.3
5,1,2010,3,15,13.0,27.0,3096.9,1.0,4.9,5.0,3.2675,33.692,325.8
5,1,2010,3,15,13.0,27.0,3096.9,2.0,19.8,20.0,3.2671,33.692,325.9
5,1,2010,3,15,13.0,27.0,3096.9,3.0,60.5,60.0,3.2608,33.691,325.1
5,1,2010,3,15,13.0,27.0,3096.9,4.0,114.6,114.0,1.3959,33.847,311.5
5,1,2010,3,15,13.0,27.0,3096.9,5.0,145.8,144.0,0.5574,34.026,280.8
5,1,2010,3,15,13.0,27.0,3096.9,6.0,174.8,173.0,0.7233,34.151,254.6
5,1,2010,3,15,13.0,27.0,3096.9,7.0,211.3,209.0,1.052,34.28,226.7
5,1,2010,3,15,13.0,27.0,3096.9,8.0,240.2,238.0,1.4385,34.399,200.0
5,1,2010,3,15,13.0,27.0,3096.9,9.0,300.0,297.0,1.7684,34.502,180.3
5,1,2010,3,15,13.0,27.0,3096.9,10.0,400.2,396.0,1.8823,34.589,176.1
5,1,2010,3,15,13.0,27.0,3096.9,11.0,502.0,497.0,1.8326,34.626,176.1
5,1,2010,3,15,13.0,27.0,3096.9,12.0,600.4,594.0,1.813,34.665,179.3
5,1,2010,3,15,13.0,27.0,3096.9,13.0,699.5,692.0,1.7937,34.69,183.76
5,1,2010,3,15,13.0,27.0,3096.9,14.0,800.4,792.0,1.7304,34.707,188.0
5,1,2010,3,15,13.0,27.0,3096.9,15.0,902.4,893.0,1.6504,34.718,191.1
5,1,2010,3,15,13.0,27.0,3096.9,16.0,1050.6,1039.0,1.5362,34.724,194.9
5,1,2010,3,15,13.0,27.0,3096.9,17.0,1250.7,1236.0,1.3593,34.72,198.3
5,1,2010,3,15,13.0,27.0,3096.9,18.0,1450.1,1432.0,1.1774,34.718,200.3
5,1,2010,3,15,13.0,27.0,3096.9,19.0,1701.5,1680.0,0.9501,34.709,203.5
5,1,2010,3,15,13.0,27.0,3096.9,20.0,2002.0,1975.0,0.7252,34.698,206.9
5,1,2010,3,15,13.0,27.0,3096.9,21.0,2300.6,2268.0,0.5824,34.692,209.7
5,1,2010,3,15,13.0,27.0,3096.9,22.0,2600.4,2562.0,0.5027,34.687,210.6
5,1,2010,3,15,13.0,27.0,3096.9,23.0,2801.3,2758.0,0.4848,34.687,210.7
5,1,2010,3,15,13.0,27.0,3096.9,24.0,3086.9,3038.0,0.4957,34.686,210.5
6,1,2010,3,15,19.0,38.0,2433.2,1.0,6.0,6.0,3.9911,33.728,319.7
6,1,2010,3,15,19.0,38.0,2433.2,2.0,41.0,41.0,3.9901,33.729,319.6
6,1,2010,3,15,19.0,38.0,2433.2,3.0,69.5,69.0,3.982,33.728,318.6
6,1,2010,3,15,19.0,38.0,2433.2,4.0,99.4,99.0,3.9727,33.73,319.0
6,1,2010,3,15,19.0,38.0,2433.2,5.0,130.1,129.0,1.6141,33.913,307.8
6,1,2010,3,15,19.0,38.0,2433.2,6.0,160.1,159.0,1.101,34.018,286.6
6,1,2010,3,15,19.0,38.0,2433.2,7.0,192.3,191.0,1.3985,34.17,247.1
6,1,2010,3,15,19.0,38.0,2433.2,8.0,220.8,219.0,1.6858,34.294,215.1
6,1,2010,3,15,19.0,38.0,2433.2,9.0,250.2,248.0,1.8372,34.367,198.2
6,1,2010,3,15,19.0,38.0,2433.2,10.0,350.9,348.0,2.0557,34.494,177.1
6,1,2010,3,15,19.0,38.0,2433.2,11.0,449.0,445.0,2.1437,34.565,172.3
6,1,2010,3,15,19.0,38.0,2433.2,12.0,551.0,545.0,2.1037,34.619,172.8
6,1,2010,3,15,19.0,38.0,2433.2,13.0,650.3,644.0,2.1055,34.662,177.33
6,1,2010,3,15,19.0,38.0,2433.2,14.0,749.8,742.0,2.165,34.698,181.9
6,1,2010,3,15,19.0,38.0,2433.2,15.0,849.3,840.0,2.1997,34.723,186.5
6,1,2010,3,15,19.0,38.0,2433.2,16.0,951.4,941.0,2.0984,34.743,192.1
6,1,2010,3,15,19.0,38.0,2433.2,17.0,1150.3,1137.0,1.9885,34.756,197.2
6,1,2010,3,15,19.0,38.0,2433.2,18.0,1351.5,1335.0,1.7634,34.751,199.6
6,1,2010,3,15,19.0,38.0,2433.2,19.0,1551.4,1532.0,1.5514,34.746,202.2
6,1,2010,3,15,19.0,38.0,2433.2,20.0,1850.3,1826.0,1.3182,34.733,203.4
6,1,2010,3,15,19.0,38.0,2433.2,21.0,2150.6,2121.0,1.1137,34.721,205.1
6,1,2010,3,15,19.0,38.0,2433.2,22.0,2250.9,2219.0,1.0469,34.717,206.9
6,1,2010,3,15,19.0,38.0,2433.2,23.0,2350.0,2317.0,1.0137,34.712,206.1
6,1,2010,3,15,19.0,38.0,2433.2,24.0,2423.2,2388.0,0.9411,34.709,206.9
7,1,2010,3,16,0.0,55.0,2056.5,1.0,5.3,5.0,4.414,33.784,315.3
7,1,2010,3,16,0.0,55.0,2056.5,2.0,25.0,25.0,4.4154,33.786,315.1
7,1,2010,3,16,0.0,55.0,2056.5,3.0,50.3,50.0,4.417,33.783,315.5
7,1,2010,3,16,0.0,55.0,2056.5,4.0,98.9,98.0,3.6701,33.865,-999
7,1,2010,3,16,0.0,55.0,2056.5,5.0,149.4,148.0,1.607,34.056,282.5
7,1,2010,3,16,0.0,55.0,2056.5,6.0,199.5,198.0,1.7114,34.181,246.1
7,1,2010,3,16,0.0,55.0,2056.5,7.0,300.7,298.0,2.0535,34.341,206.2
7,1,2010,3,16,0.0,55.0,2056.5,8.0,399.2,395.0,2.1701,34.457,182.3
7,1,2010,3,16,0.0,55.0,2056.5,9.0,500.0,495.0,2.1492,34.509,176.1
7,1,2010,3,16,0.0,55.0,2056.5,10.0,600.6,595.0,2.2111,34.578,172.9
7,1,2010,3,16,0.0,55.0,2056.5,11.0,699.6,692.0,2.1971,34.627,173.3
7,1,2010,3,16,0.0,55.0,2056.5,12.0,800.5,792.0,2.1724,34.664,176.8
7,1,2010,3,16,0.0,55.0,2056.5,13.0,899.8,890.0,2.0938,34.694,180.8
7,1,2010,3,16,0.0,55.0,2056.5,14.0,1001.6,991.0,1.9838,34.705,183.5
7,1,2010,3,16,0.0,55.0,2056.5,15.0,1100.3,1088.0,1.9749,34.724,188.8
7,1,2010,3,16,0.0,55.0,2056.5,16.0,1198.8,1185.0,1.9173,34.741,193.2
7,1,2010,3,16,0.0,55.0,2056.5,17.0,1300.3,1285.0,1.7993,34.74,195.9
7,1,2010,3,16,0.0,55.0,2056.5,18.0,1401.2,1384.0,1.7193,34.748,198.0
7,1,2010,3,16,0.0,55.0,2056.5,19.0,1499.7,1481.0,1.6399,34.745,200.1
7,1,2010,3,16,0.0,55.0,2056.5,20.0,1600.6,1581.0,1.5034,34.741,201.5
7,1,2010,3,16,0.0,55.0,2056.5,21.0,1699.5,1678.0,1.3269,34.73,201.3
7,1,2010,3,16,0.0,55.0,2056.5,22.0,1801.8,1779.0,1.2437,34.729,203.2
7,1,2010,3,16,0.0,55.0,2056.5,23.0,1902.0,1877.0,1.1471,34.721,204.3
7,1,2010,3,16,0.0,55.0,2056.5,24.0,2046.5,2019.0,1.0453,34.717,207.3
8,1,2010,3,16,6.0,40.0,3669.3,1.0,4.9,5.0,4.551,33.799,314.9
8,1,2010,3,16,6.0,40.0,3669.3,2.0,79.0,78.0,3.8695,33.874,303.2
8,1,2010,3,16,6.0,40.0,3669.3,3.0,124.1,123.0,2.3357,34.016,284.5
8,1,2010,3,16,6.0,40.0,3669.3,4.0,175.5,174.0,2.0316,34.109,263.4
8,1,2010,3,16,6.0,40.0,3669.3,5.0,223.7,222.0,2.2161,34.214,234.5
8,1,2010,3,16,6.0,40.0,3669.3,6.0,299.6,297.0,2.3211,34.302,210.8
8,1,2010,3,16,6.0,40.0,3669.3,7.0,399.8,396.0,2.2839,34.385,193.5
8,1,2010,3,16,6.0,40.0,3669.3,8.0,501.0,496.0,2.3462,34.489,178.3
8,1,2010,3,16,6.0,40.0,3669.3,9.0,599.8,594.0,2.3533,34.54,174.0
8,1,2010,3,16,6.0,40.0,3669.3,10.0,750.9,743.0,2.3609,34.627,174.1
8,1,2010,3,16,6.0,40.0,3669.3,11.0,899.5,890.0,2.3121,34.673,178.1
8,1,2010,3,16,6.0,40.0,3669.3,12.0,1102.3,1090.0,2.1563,34.711,184.0
8,1,2010,3,16,6.0,40.0,3669.3,13.0,1299.8,1285.0,2.0609,34.746,191.66
8,1,2010,3,16,6.0,40.0,3669.3,14.0,1501.5,1483.0,1.9476,34.761,198.8
8,1,2010,3,16,6.0,40.0,3669.3,15.0,1699.1,1678.0,1.6763,34.749,200.3
8,1,2010,3,16,6.0,40.0,3669.3,16.0,1899.7,1875.0,1.4607,34.742,203.5
8,1,2010,3,16,6.0,40.0,3669.3,17.0,2101.0,2072.0,1.3484,34.743,206.9
8,1,2010,3,16,6.0,40.0,3669.3,18.0,2298.8,2267.0,1.195,34.729,206.3
8,1,2010,3,16,6.0,40.0,3669.3,19.0,2499.7,2463.0,1.023,34.718,207.2
8,1,2010,3,16,6.0,40.0,3669.3,20.0,2701.8,2661.0,0.9023,34.709,207.7
8,1,2010,3,16,6.0,40.0,3669.3,21.0,2894.6,2850.0,0.7672,34.703,210.3
8,1,2010,3,16,6.0,40.0,3669.3,22.0,3150.1,3100.0,0.6541,34.696,211.6
8,1,2010,3,16,6.0,40.0,3669.3,23.0,3399.9,3344.0,0.5852,34.692,213.0
8,1,2010,3,16,6.0,40.0,3669.3,24.0,3659.3,3597.0,0.5678,34.688,214.0
9,1,2010,3,16,13.0,3.0,3720.7,1.0,5.9,6.0,5.0416,33.832,310.7
9,1,2010,3,16,13.0,3.0,3720.7,2.0,50.1,50.0,5.0163,33.832,310.4
9,1,2010,3,16,13.0,3.0,3720.7,3.0,99.6,99.0,4.169,33.869,302.8
9,1,2010,3,16,13.0,3.0,3720.7,4.0,150.5,149.0,2.3014,34.018,284.4
9,1,2010,3,16,13.0,3.0,3720.7,5.0,199.8,198.0,2.1178,34.125,258.9
9,1,2010,3,16,13.0,3.0,3720.7,6.0,268.6,266.0,2.1528,34.222,231.5
9,1,2010,3,16,13.0,3.0,3720.7,7.0,349.8,347.0,2.3972,34.334,202.2
9,1,2010,3,16,13.0,3.0,3720.7,8.0,449.6,445.0,2.3241,34.438,183.2
9,1,2010,3,16,13.0,3.0,3720.7,9.0,599.4,593.0,2.3591,34.544,173.5
9,1,2010,3,16,13.0,3.0,3720.7,10.0,800.1,792.0,2.3806,34.642,174.7
9,1,2010,3,16,13.0,3.0,3720.7,11.0,1000.5,990.0,2.3091,34.694,180.5
9,1,2010,3,16,13.0,3.0,3720.7,12.0,1200.8,1187.0,2.2367,34.733,188.2
9,1,2010,3,16,13.0,3.0,3720.7,13.0,1400.7,1384.0,2.0236,34.735,192.61
9,1,2010,3,16,13.0,3.0,3720.7,14.0,1600.8,1581.0,1.8885,34.753,197.0
9,1,2010,3,16,13.0,3.0,3720.7,15.0,1600.9,1581.0,1.8899,34.754,197.1
9,1,2010,3,16,13.0,3.0,3720.7,16.0,1800.4,1777.0,1.705,34.754,200.7
9,1,2010,3,16,13.0,3.0,3720.7,17.0,1999.8,1973.0,1.4748,34.748,204.2
9,1,2010,3,16,13.0,3.0,3720.7,18.0,2200.9,2171.0,1.3002,34.738,206.2
9,1,2010,3,16,13.0,3.0,3720.7,19.0,2400.9,2367.0,1.164,34.727,206.4
9,1,2010,3,16,13.0,3.0,3720.7,20.0,2599.7,2562.0,0.9961,34.717,207.1
9,1,2010,3,16,13.0,3.0,3720.7,21.0,2799.5,2757.0,0.8065,34.702,208.1
9,1,2010,3,16,13.0,3.0,3720.7,22.0,3100.6,3052.0,0.6334,34.693,211.1
9,1,2010,3,16,13.0,3.0,3720.7,23.0,3400.2,3344.0,0.556,34.689,212.89
9,1,2010,3,16,13.0,3.0,3720.7,24.0,3710.7,3647.0,0.527,34.686,213.9
10,1,2010,3,16,19.0,12.0,3955.7,1.0,6.0,6.0,6.4291,33.816,301.2
10,1,2010,3,16,19.0,12.0,3955.7,2.0,31.1,31.0,6.2966,33.819,302.4
10,1,2010,3,16,19.0,12.0,3955.7,3.0,74.5,74.0,5.7108,33.831,305.8
10,1,2010,3,16,19.0,12.0,3955.7,4.0,100.9,100.0,4.9817,33.866,299.7
10,1,2010,3,16,19.0,12.0,3955.7,5.0,200.8,199.0,3.019,34.066,274.8
10,1,2010,3,16,19.0,12.0,3955.7,6.0,300.2,297.0,2.5439,34.16,247.9
10,1,2010,3,16,19.0,12.0,3955.7,7.0,400.2,396.0,2.4895,34.256,222.1
10,1,2010,3,16,19.0,12.0,3955.7,8.0,500.0,495.0,2.4757,34.356,198.1
10,1,2010,3,16,19.0,12.0,3955.7,9.0,600.8,595.0,2.5109,34.422,186.2
10,1,2010,3,16,19.0,12.0,3955.7,10.0,698.7,692.0,2.4769,34.491,177.5
10,1,2010,3,16,19.0,12.0,3955.7,11.0,900.3,891.0,2.4411,34.592,174.2
10,1,2010,3,16,19.0,12.0,3955.7,12.0,1100.6,1088.0,2.3288,34.668,182.21
10,1,2010,3,16,19.0,12.0,3955.7,13.0,1300.6,1285.0,2.3928,34.74,190.2
10,1,2010,3,16,19.0,12.0,3955.7,14.0,1499.8,1482.0,2.309,34.768,197.2
10,1,2010,3,16,19.0,12.0,3955.7,15.0,1699.4,1678.0,2.1274,34.769,200.5
10,1,2010,3,16,19.0,12.0,3955.7,16.0,1899.7,1875.0,1.9754,34.77,202.2
10,1,2010,3,16,19.0,12.0,3955.7,17.0,2099.9,2072.0,1.7789,34.762,203.5
10,1,2010,3,16,19.0,12.0,3955.7,18.0,2299.9,2268.0,1.5552,34.749,203.6
10,1,2010,3,16,19.0,12.0,3955.7,19.0,2500.2,2464.0,1.3981,34.741,206.1
10,1,2010,3,16,19.0,12.0,3955.7,20.0,2750.2,2709.0,1.2004,34.728,207.1
10,1,2010,3,16,19.0,12.0,3955.7,21.0,2950.3,2905.0,1.0433,34.716,207.5
10,1,2010,3,16,19.0,12.0,3955.7,22.0,3251.9,3200.0,0.7827,34.7,210.2
10,1,2010,3,16,19.0,12.0,3955.7,23.0,3600.0,3539.0,0.6141,34.689,213.0
10,1,2010,3,16,19.0,12.0,3955.7,24.0,3945.7,3876.0,0.5932,34.687,213.1
11,1,2010,3,17,1.0,1.0,3947.6,1.0,5.1,5.0,5.6885,33.804,307.0
11,1,2010,3,17,1.0,1.0,3947.6,2.0,84.5,84.0,5.5651,33.809,305.1
11,1,2010,3,17,1.0,1.0,3947.6,3.0,135.1,134.0,3.5999,33.975,297.4
11,1,2010,3,17,1.0,1.0,3947.6,4.0,179.6,178.0,3.2399,34.067,276.3
11,1,2010,3,17,1.0,1.0,3947.6,5.0,249.2,247.0,2.9364,34.136,257.3
11,1,2010,3,17,1.0,1.0,3947.6,6.0,300.3,298.0,2.6535,34.151,251.3
11,1,2010,3,17,1.0,1.0,3947.6,7.0,399.8,396.0,2.547,34.238,227.3
11,1,2010,3,17,1.0,1.0,3947.6,8.0,500.8,496.0,2.5937,34.322,205.4
11,1,2010,3,17,1.0,1.0,3947.6,9.0,600.3,594.0,2.5887,34.404,188.9
11,1,2010,3,17,1.0,1.0,3947.6,10.0,700.2,693.0,2.4881,34.471,178.8
11,1,2010,3,17,1.0,1.0,3947.6,11.0,800.5,792.0,2.4856,34.524,175.2
11,1,2010,3,17,1.0,1.0,3947.6,12.0,899.9,890.0,2.4961,34.577,174.2
11,1,2010,3,17,1.0,1.0,3947.6,13.0,1100.1,1088.0,2.4251,34.656,179.04
11,1,2010,3,17,1.0,1.0,3947.6,14.0,1300.0,1285.0,2.4061,34.715,185.6
11,1,2010,3,17,1.0,1.0,3947.6,15.0,1499.3,1481.0,2.3222,34.753,193.2
11,1,2010,3,17,1.0,1.0,3947.6,16.0,1799.5,1777.0,2.0978,34.769,199.6
11,1,2010,3,17,1.0,1.0,3947.6,17.0,2099.3,2071.0,1.8315,34.767,204.5
11,1,2010,3,17,1.0,1.0,3947.6,18.0,2399.7,2366.0,1.5066,34.749,205.8
11,1,2010,3,17,1.0,1.0,3947.6,19.0,2700.2,2660.0,1.2265,34.727,204.1
11,1,2010,3,17,1.0,1.0,3947.6,20.0,2999.3,2953.0,0.9235,34.706,206.3
11,1,2010,3,17,1.0,1.0,3947.6,21.0,3300.7,3247.0,0.7133,34.697,210.3
11,1,2010,3,17,1.0,1.0,3947.6,22.0,3601.0,3540.0,0.624,34.692,212.0
11,1,2010,3,17,1.0,1.0,3947.6,23.0,3749.5,3685.0,0.5863,34.689,212.99
11,1,2010,3,17,1.0,1.0,3947.6,24.0,3937.6,3868.0,0.558,34.69,214.3
12,1,2010,3,17,7.0,5.0,4141.4,1.0,5.3,5.0,6.241,33.8,302.5
12,1,2010,3,17,7.0,5.0,4141.4,2.0,74.4,74.0,5.9093,33.825,299.6
12,1,2010,3,17,7.0,5.0,4141.4,3.0,100.3,99.0,4.4818,33.9,296.9
12,1,2010,3,17,7.0,5.0,4141.4,4.0,150.5,149.0,3.2545,33.972,295.2
12,1,2010,3,17,7.0,5.0,4141.4,5.0,199.2,197.0,2.9423,34.045,279.1
12,1,2010,3,17,7.0,5.0,4141.4,6.0,250.5,248.0,2.7842,34.105,263.0
12,1,2010,3,17,7.0,5.0,4141.4,7.0,350.5,347.0,2.5344,34.197,239.2
12,1,2010,3,17,7.0,5.0,4141.4,8.0,450.3,446.0,2.5407,34.275,217.5
12,1,2010,3,17,7.0,5.0,4141.4,9.0,548.9,544.0,2.5631,34.352,199.1
12,1,2010,3,17,7.0,5.0,4141.4,10.0,649.8,643.0,2.5574,34.44,183.4
12,1,2010,3,17,7.0,5.0,4141.4,11.0,750.4,743.0,2.5362,34.497,177.3
12,1,2010,3,17,7.0,5.0,4141.4,12.0,849.7,841.0,2.4791,34.547,174.2
12,1,2010,3,17,7.0,5.0,4141.4,13.0,1000.7,990.0,2.4841,34.616,174.2
12,1,2010,3,17,7.0,5.0,4141.4,14.0,1199.8,1186.0,2.4155,34.678,178.4
12,1,2010,3,17,7.0,5.0,4141.4,15.0,1399.8,1383.0,2.3041,34.722,185.8
12,1,2010,3,17,7.0,5.0,4141.4,16.0,1700.3,1679.0,2.1457,34.761,196.5
12,1,2010,3,17,7.0,5.0,4141.4,17.0,1999.9,1974.0,1.8898,34.768,202.7
