year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,4,13,23.0,45.0,5207.8,1.0,5.3,5.0,29.311,34.24598566482878,167.084347826087
2010,4,13,23.0,45.0,5207.8,2.0,31.3,31.0,24.158,35.76686626388671,169.2930434782609
2010,4,13,23.0,45.0,5207.8,3.0,59.6,59.0,18.727,35.71724568965349,141.4817391304348
2010,4,13,23.0,45.0,5207.8,4.0,100.5,100.0,15.831,35.3662365412358,121.03913043478263
2010,4,13,23.0,45.0,5207.8,5.0,149.6,149.0,14.82,35.24281667324919,115.39478260869566
2010,4,13,23.0,45.0,5207.8,6.0,199.6,198.0,14.659,35.22195181179588,101.74260869565218
2010,4,13,23.0,45.0,5207.8,7.0,275.2,274.0,11.968,34.8626172907499,65.43304347826088
2010,4,13,23.0,45.0,5207.8,8.0,350.6,348.0,9.7984,34.59317652729776,58.081739130434784
2010,4,13,23.0,45.0,5207.8,9.0,451.0,448.0,8.0732,34.37492514902962,85.03478260869565
2010,4,13,23.0,45.0,5207.8,10.0,600.4,596.0,6.2584,34.18246155034797,103.64869565217391
2010,4,13,23.0,45.0,5207.8,11.0,750.5,745.0,4.9014,34.11918358845308,116.604347826087
2010,4,13,23.0,45.0,5207.8,12.0,900.2,893.0,4.676,34.17240481320824,118.52000000000001
2010,4,13,23.0,45.0,5207.8,13.0,1100.4,1091.0,4.502,34.33642357598928,128.51826086956524
2010,4,13,23.0,45.0,5207.8,14.0,1399.7,1387.0,4.3875,34.62492937796751,168.78521739130437
2010,4,13,23.0,45.0,5207.8,15.0,1700.0,1684.0,3.9665,34.669899327725396,189.39130434782612
2010,4,13,23.0,45.0,5207.8,16.0,2000.9,1980.0,3.5027,34.65757781760453,193.20956521739134
2010,4,13,23.0,45.0,5207.8,17.0,2299.6,2274.0,3.1515,34.63621460256377,189.2208695652174
2010,4,13,23.0,45.0,5207.8,18.0,2699.8,2668.0,2.7458,34.60567815438214,183.3930434782609
2010,4,13,23.0,45.0,5207.8,19.0,3099.5,3060.0,2.6182,34.59431450854396,178.26521739130436
2010,4,13,23.0,45.0,5207.8,20.0,3500.7,3453.0,2.4376,34.579497688091635,177.21130434782611
2010,4,13,23.0,45.0,5207.8,21.0,3901.3,3845.0,2.3619,34.571498598878875,174.2495652173913
2010,4,13,23.0,45.0,5207.8,22.0,4300.3,4234.0,2.2875,34.56004587131833,169.21478260869569
2010,4,13,23.0,45.0,5207.8,23.0,4702.0,4625.0,2.2184,34.54626276242015,165.1130434782609
2010,4,13,23.0,45.0,5207.8,24.0,5197.8,5107.0,2.1756,34.53935479074943,160.71478260869566
