year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,3,30,3.0,25.0,5045.3,1.0,5.7,6.0,23.246,35.78480080217728,183.16782608695655
2010,3,30,3.0,25.0,5045.3,2.0,60.6,60.0,19.093,35.48677595515452,209.90782608695653
2010,3,30,3.0,25.0,5045.3,3.0,119.7,119.0,16.918,35.36236379965612,184.95913043478262
2010,3,30,3.0,25.0,5045.3,4.0,198.8,197.0,13.707,34.954997371187496,161.66260869565218
2010,3,30,3.0,25.0,5045.3,5.0,299.8,298.0,11.3,34.65421149026402,142.0017391304348
2010,3,30,3.0,25.0,5045.3,6.0,448.6,445.0,8.6289,34.37013189239861,68.36
2010,3,30,3.0,25.0,5045.3,7.0,599.6,595.0,6.1091,34.08329756778952,116.26434782608698
2010,3,30,3.0,25.0,5045.3,8.0,748.4,742.0,4.9811,34.04577690460588,114.70956521739132
2010,3,30,3.0,25.0,5045.3,9.0,899.5,892.0,4.2585,34.05227205685164,126.00434782608697
2010,3,30,3.0,25.0,5045.3,10.0,1151.0,1141.0,3.7488,34.17869325281555,138.42608695652177
2010,3,30,3.0,25.0,5045.3,11.0,1300.0,1288.0,3.7227,34.297560249709576,143.6521739130435
2010,3,30,3.0,25.0,5045.3,12.0,1448.8,1435.0,3.6694,34.40238027789013,153.05391304347827
2010,3,30,3.0,25.0,5045.3,13.0,1600.2,1584.0,3.5514,34.47551166528639,161.30260869565217
2010,3,30,3.0,25.0,5045.3,14.0,1800.7,1782.0,3.3966,34.54050688284214,171.29826086956524
2010,3,30,3.0,25.0,5045.3,15.0,1999.1,1977.0,3.2366,34.56921045499069,178.3556521739131
2010,3,30,3.0,25.0,5045.3,16.0,2201.3,2176.0,3.0193,34.57378554572581,181.20608695652174
2010,3,30,3.0,25.0,5045.3,17.0,2399.3,2371.0,2.7928,34.56233882223744,180.4408695652174
2010,3,30,3.0,25.0,5045.3,18.0,2598.4,2566.0,2.6047,34.55315977193578,178.53565217391306
2010,3,30,3.0,25.0,5045.3,19.0,3000.7,2961.0,2.4499,34.55775171390018,176.51565217391305
2010,3,30,3.0,25.0,5045.3,20.0,3400.4,3352.0,2.3813,34.566921112179614,169.56173913043477
2010,3,30,3.0,25.0,5045.3,21.0,3799.7,3742.0,2.3634,34.571498598878875,165.30695652173915
2010,3,30,3.0,25.0,5045.3,22.0,4199.2,4132.0,2.3719,34.56921045499069,161.92000000000004
2010,3,30,3.0,25.0,5045.3,23.0,4598.6,4521.0,2.3973,34.56806593356831,158.96869565217395
2010,3,30,3.0,25.0,5045.3,24.0,5035.3,4945.0,2.4384,34.566921112179614,155.4321739130435
