year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,4,8,22.0,10.0,5162.5,1.0,5.3,5.0,28.548,35.88597376387488,187.37864077669903
2010,4,8,22.0,10.0,5162.5,2.0,60.3,60.0,20.315,36.13118062563068,184.6601941747573
2010,4,8,22.0,10.0,5162.5,3.0,100.3,100.0,14.382,35.491422805247225,79.90291262135922
2010,4,8,22.0,10.0,5162.5,4.0,200.9,200.0,11.992,35.19071644803229,76.2135922330097
2010,4,8,22.0,10.0,5162.5,5.0,300.6,299.0,10.541,35.01816347124117,58.64077669902912
2010,4,8,22.0,10.0,5162.5,6.0,400.5,398.0,9.2906,34.88597376387487,45.631067961165044
2010,4,8,22.0,10.0,5162.5,7.0,500.3,497.0,8.0112,34.75782038345106,44.5631067961165
2010,4,8,22.0,10.0,5162.5,8.0,601.5,597.0,6.6612,34.643794147325934,57.76699029126213
2010,4,8,22.0,10.0,5162.5,9.0,700.2,695.0,5.4868,34.55802219979818,91.65048543689319
2010,4,8,22.0,10.0,5162.5,10.0,799.8,794.0,4.9207,34.53481331987891,112.23300970873785
2010,4,8,22.0,10.0,5162.5,11.0,900.6,894.0,4.5326,34.549949545913215,126.50485436893204
2010,4,8,22.0,10.0,5162.5,12.0,1000.1,992.0,4.3266,34.60040363269425,135.14563106796118
2010,4,8,22.0,10.0,5162.5,13.0,1099.8,1091.0,4.1905,34.67406659939455,146.11650485436894
2010,4,8,22.0,10.0,5162.5,14.0,1301.3,1290.0,4.0837,34.81836528758829,170.3883495145631
2010,4,8,22.0,10.0,5162.5,15.0,1500.1,1486.0,3.9343,34.924318869828454,198.15533980582526
2010,4,8,22.0,10.0,5162.5,16.0,1800.6,1783.0,3.6351,34.96770938446014,216.3106796116505
2010,4,8,22.0,10.0,5162.5,17.0,2200.6,2177.0,3.1832,34.96468213925328,220.9708737864078
2010,4,8,22.0,10.0,5162.5,18.0,2600.0,2570.0,2.8342,34.95257315842583,221.2621359223301
2010,4,8,22.0,10.0,5162.5,19.0,2999.5,2962.0,2.6212,34.938446014127145,224.75728155339806
2010,4,8,22.0,10.0,5162.5,20.0,3400.0,3354.0,2.472,34.92835519677094,223.49514563106797
2010,4,8,22.0,10.0,5162.5,21.0,3798.6,3744.0,2.3922,34.92230070635721,222.5242718446602
2010,4,8,22.0,10.0,5162.5,22.0,4200.9,4136.0,2.3528,34.91624621594349,224.07766990291262
2010,4,8,22.0,10.0,5162.5,23.0,4602.0,4527.0,2.3635,34.914228052472254,224.36893203883497
2010,4,8,22.0,10.0,5162.5,24.0,5152.5,5063.0,2.3966,34.910191725529764,225.04854368932038
