year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,4,16,12.0,10.0,3966.1,1.0,5.6,6.0,30.458,35.00908173562058,182.0388349514563
2010,4,16,12.0,10.0,3966.1,2.0,75.3,75.0,18.572,35.933400605449044,100.67961165048544
2010,4,16,12.0,10.0,3966.1,3.0,149.7,149.0,15.67,35.68113017154389,87.76699029126213
2010,4,16,12.0,10.0,3966.1,4.0,224.9,224.0,13.843,35.42583249243189,57.76699029126213
2010,4,16,12.0,10.0,3966.1,5.0,300.0,298.0,10.677,35.06054490413723,47.4757281553398
2010,4,16,12.0,10.0,3966.1,6.0,372.2,370.0,8.9033,34.86478304742684,63.30097087378641
2010,4,16,12.0,10.0,3966.1,7.0,450.2,447.0,7.7918,34.74873864783047,77.08737864077669
2010,4,16,12.0,10.0,3966.1,8.0,526.3,523.0,7.0457,34.687184661957616,82.23300970873787
2010,4,16,12.0,10.0,3966.1,9.0,600.2,596.0,6.4057,34.63471241170535,94.75728155339804
2010,4,16,12.0,10.0,3966.1,10.0,700.2,695.0,5.6137,34.581231079717455,113.10679611650485
2010,4,16,12.0,10.0,3966.1,11.0,800.9,795.0,4.9863,34.576185671039354,127.37864077669904
2010,4,16,12.0,10.0,3966.1,12.0,899.3,892.0,4.7106,34.61553985872856,135.24271844660194
2010,4,16,12.0,10.0,3966.1,13.0,1000.2,992.0,4.6004,34.677093844601416,139.80582524271844
2010,4,16,12.0,10.0,3966.1,14.0,1100.1,1091.0,4.5386,34.75075681130172,151.26213592233012
2010,4,16,12.0,10.0,3966.1,15.0,1199.3,1189.0,4.5378,34.82643794147326,162.03883495145632
2010,4,16,12.0,10.0,3966.1,16.0,1400.5,1388.0,4.3423,34.93440968718466,188.54368932038835
2010,4,16,12.0,10.0,3966.1,17.0,1701.3,1685.0,3.9215,34.99293642785065,215.4368932038835
2010,4,16,12.0,10.0,3966.1,18.0,2000.7,1980.0,3.532,34.993945509586275,225.82524271844662
2010,4,16,12.0,10.0,3966.1,19.0,2300.3,2275.0,3.2218,34.98183652875883,227.47572815533982
2010,4,16,12.0,10.0,3966.1,20.0,2600.4,2570.0,2.8911,34.962663975782036,226.79611650485438
2010,4,16,12.0,10.0,3966.1,21.0,2899.8,2864.0,2.6941,34.94954591321897,225.82524271844662
2010,4,16,12.0,10.0,3966.1,22.0,3200.2,3159.0,2.5627,34.941473259334,224.95145631067962
2010,4,16,12.0,10.0,3966.1,23.0,3500.0,3452.0,2.4631,34.93239152371342,226.11650485436894
2010,4,16,12.0,10.0,3966.1,24.0,3956.1,3898.0,2.3575,34.92330978809284,225.82524271844662
