year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,4,14,10.0,59.0,5199.3,1.0,5.5,5.0,29.892,33.69714169000914,165.0826086956522
2010,4,14,10.0,59.0,5199.3,2.0,41.6,41.0,23.111,35.63599116997075,165.98608695652177
2010,4,14,10.0,59.0,5199.3,3.0,74.4,74.0,18.207,35.565631370118524,117.00521739130437
2010,4,14,10.0,59.0,5199.3,4.0,124.0,123.0,15.096,35.28428952755446,113.96521739130436
2010,4,14,10.0,59.0,5199.3,5.0,172.3,171.0,14.611,35.22294734194975,93.89304347826088
2010,4,14,10.0,59.0,5199.3,6.0,225.4,224.0,13.237,35.028043081829324,57.170434782608694
2010,4,14,10.0,59.0,5199.3,7.0,300.2,298.0,10.255,34.66094160463909,68.95478260869567
2010,4,14,10.0,59.0,5199.3,8.0,400.6,398.0,8.7666,34.463801121065565,72.77739130434783
2010,4,14,10.0,59.0,5199.3,9.0,550.7,547.0,6.4891,34.21123422402631,97.38521739130435
2010,4,14,10.0,59.0,5199.3,10.0,700.3,695.0,5.3298,34.115354390090374,113.12782608695656
2010,4,14,10.0,59.0,5199.3,11.0,900.9,894.0,4.6834,34.171145930332955,117.55739130434786
2010,4,14,10.0,59.0,5199.3,12.0,1099.3,1090.0,4.5389,34.34728827066554,127.74521739130437
2010,4,14,10.0,59.0,5199.3,13.0,1301.7,1291.0,4.5053,34.584062043356596,157.72434782608698
2010,4,14,10.0,59.0,5199.3,14.0,1496.8,1483.0,4.2294,34.65869936192159,179.41913043478263
2010,4,14,10.0,59.0,5199.3,15.0,1700.9,1685.0,3.9995,34.672135954999575,189.55739130434782
2010,4,14,10.0,59.0,5199.3,16.0,2101.1,2079.0,3.4162,34.65421149026402,192.77304347826092
2010,4,14,10.0,59.0,5199.3,17.0,2499.5,2471.0,2.9739,-999,185.56956521739133
2010,4,14,10.0,59.0,5199.3,18.0,2900.4,2865.0,2.6773,34.60113621693307,181.90956521739133
2010,4,14,10.0,59.0,5199.3,19.0,3300.5,3257.0,2.4921,34.586342439892256,178.3434782608696
2010,4,14,10.0,59.0,5199.3,20.0,3699.2,3647.0,2.3975,34.579497688091635,174.18086956521742
2010,4,14,10.0,59.0,5199.3,21.0,4100.4,4039.0,2.3156,34.566921112179614,171.5617391304348
2010,4,14,10.0,59.0,5199.3,22.0,4499.3,4428.0,2.2461,34.554308211415446,166.26695652173916
2010,4,14,10.0,59.0,5199.3,23.0,4900.9,4819.0,2.1988,34.54396132579469,161.55739130434785
2010,4,14,10.0,59.0,5199.3,24.0,5189.3,5099.0,2.184,34.537049688440284,158.7017391304348
