year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,4,8,0.0,35.0,5780.2,1.0,5.6,6.0,27.845,36.59132189707366,187.5728155339806
2010,4,8,0.0,35.0,5780.2,2.0,29.8,30.0,27.846,36.59233097880928,187.0873786407767
2010,4,8,0.0,35.0,5780.2,3.0,60.4,60.0,22.117,36.10998990918264,210.29126213592235
2010,4,8,0.0,35.0,5780.2,4.0,100.5,100.0,14.451,35.498486377396574,76.31067961165047
2010,4,8,0.0,35.0,5780.2,5.0,196.5,195.0,11.961,35.189707366296666,76.60194174757281
2010,4,8,0.0,35.0,5780.2,6.0,301.2,299.0,10.582,35.025227043390515,54.9514563106796
2010,4,8,0.0,35.0,5780.2,7.0,401.2,399.0,9.1412,34.875882946518665,31.262135922330092
2010,4,8,0.0,35.0,5780.2,8.0,551.1,547.0,6.924,34.6670030272452,45.04854368932038
2010,4,8,0.0,35.0,5780.2,9.0,699.9,695.0,5.4553,34.56004036326943,84.5631067961165
2010,4,8,0.0,35.0,5780.2,10.0,850.8,844.0,4.6459,34.54591321897074,119.02912621359222
2010,4,8,0.0,35.0,5780.2,11.0,1000.2,992.0,4.2546,34.61150353178607,135.5339805825243
2010,4,8,0.0,35.0,5780.2,12.0,1200.6,1190.0,4.0798,34.759838546922296,-999
2010,4,8,0.0,35.0,5780.2,13.0,1501.2,1487.0,3.9105,34.92028254288598,198.15533980582526
2010,4,8,0.0,35.0,5780.2,14.0,1800.3,1782.0,3.642,34.96165489404642,213.98058252427185
2010,4,8,0.0,35.0,5780.2,15.0,2100.5,2078.0,3.304,34.962663975782036,222.03883495145632
2010,4,8,0.0,35.0,5780.2,16.0,2400.6,2373.0,3.0326,34.95963673057517,219.2233009708738
2010,4,8,0.0,35.0,5780.2,17.0,2800.8,2767.0,2.7528,34.946518668012104,222.23300970873785
2010,4,8,0.0,35.0,5780.2,18.0,3202.0,3160.0,2.5789,34.9364278506559,221.94174757281556
2010,4,8,0.0,35.0,5780.2,19.0,3602.1,3552.0,2.4088,34.92532795156407,219.32038834951456
2010,4,8,0.0,35.0,5780.2,20.0,4000.4,3941.0,2.3564,34.921291624621595,219.32038834951456
2010,4,8,0.0,35.0,5780.2,21.0,4399.6,4330.0,2.3568,34.91725529767911,221.06796116504856
2010,4,8,0.0,35.0,5780.2,22.0,4800.3,4720.0,2.3764,34.914228052472254,222.62135922330097
2010,4,8,0.0,35.0,5780.2,23.0,5199.5,5108.0,2.4055,34.91120080726539,226.11650485436894
2010,4,8,0.0,35.0,5780.2,24.0,5770.2,5662.0,2.4674,34.910191725529764,224.07766990291262
