year,month,day,hour,minute,bottom_depth,bottle,pressure,depth,temperature,salinity,oxygen
2010,3,22,17.0,33.0,5104.9,1.0,5.3,5.0,18.563,34.761797891182816,203.084347826087
2010,3,22,17.0,33.0,5104.9,2.0,40.3,40.0,18.082,34.85403051128804,203.5626086956522
2010,3,22,17.0,33.0,5104.9,3.0,80.1,79.0,14.964,34.91805044483418,208.7817391304348
2010,3,22,17.0,33.0,5104.9,4.0,130.1,129.0,13.786,34.869047011971496,196.08608695652177
2010,3,22,17.0,33.0,5104.9,5.0,189.8,188.0,12.577,34.7453272709454,197.48000000000002
2010,3,22,17.0,33.0,5104.9,6.0,250.5,248.0,12.1,34.76289381861993,188.77826086956526
2010,3,22,17.0,33.0,5104.9,7.0,399.8,396.0,9.886,34.430839160261236,193.82782608695655
2010,3,22,17.0,33.0,5104.9,8.0,550.5,546.0,7.7183,34.12045915678253,182.60434782608698
2010,3,22,17.0,33.0,5104.9,9.0,699.6,693.0,5.3698,33.811094017053556,195.04695652173913
2010,3,22,17.0,33.0,5104.9,10.0,899.6,891.0,4.0463,33.779106033634655,188.6991304347826
2010,3,22,17.0,33.0,5104.9,11.0,1099.8,1089.0,3.4163,33.88239052790439,168.34956521739136
2010,3,22,17.0,33.0,5104.9,12.0,1300.3,1287.0,3.0442,34.00525951808809,153.0408695652174
2010,3,22,17.0,33.0,5104.9,13.0,1499.6,1483.0,2.8287,34.15600808897049,143.91652173913045
2010,3,22,17.0,33.0,5104.9,14.0,1799.4,1778.0,2.74,34.310960958218885,142.44000000000003
2010,3,22,17.0,33.0,5104.9,15.0,2100.5,2074.0,2.6765,34.424926034855524,150.9521739130435
2010,3,22,17.0,33.0,5104.9,16.0,2399.1,2368.0,2.5869,34.48602379834737,160.87739130434784
2010,3,22,17.0,33.0,5104.9,17.0,2799.9,2761.0,2.4261,34.51161222746202,165.47913043478263
2010,3,22,17.0,33.0,5104.9,18.0,3000.2,2957.0,2.3415,34.51856457633784,165.73739130434785
2010,3,22,17.0,33.0,5104.9,19.0,3399.1,3347.0,2.1029,34.50348695827,162.00782608695656
2010,3,22,17.0,33.0,5104.9,20.0,3799.9,3738.0,1.6459,34.45323406362734,154.2617391304348
2010,3,22,17.0,33.0,5104.9,21.0,4199.3,4127.0,1.2207,34.40832508250016,148.18
2010,3,22,17.0,33.0,5104.9,22.0,4599.5,4517.0,1.1302,34.395235392680604,144.43913043478264
2010,3,22,17.0,33.0,5104.9,23.0,4800.0,4711.0,1.1345,34.3988093550434,143.47826086956522
2010,3,22,17.0,33.0,5104.9,24.0,5094.9,4997.0,1.1565,34.392851058647324,139.69652173913045
